Key,Item Type,Publication Year,Author,Title,Publication Title,ISBN,ISSN,DOI,Url,Abstract Note,Date,Access Date,Pages,Num Pages,Issue,Volume,Number Of Volumes,Journal Abbreviation,Short Title,Series,Series Number,Series Text,Series Title,Publisher,Place,Language,Rights,Type,Archive,Archive Location,Library Catalog,Call Number,Extra,,,,,,,,,,,,,,
7VBH3NJA,journalArticle,1996,"Grover, Varun; Myun Joong, Cheon; Teng, James T C",The Effect of Service Quality and Partnership on the Outsourcing of Information Systems Functions,Journal of Management Information Systems,,,,,,1996,,89-116,,4,12,,Journal of Management Information Systems,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
BPS2PUC5,journalArticle,2013,"Karahanna, Elena; Preston, David S",The Effect of Social Capital of the Relationship Between the CIO and Top Management Team on Firm Performance,Journal of Management Information Systems,,,,,,2013,,15-56,,1,30,,Journal of Management Information Systems,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
XT5IXKQD,journalArticle,1990,"Davis, Donald L; Davis, Donna F",The Effect of Training Techniques and Personal Characteristics on Training End Users of Information Systems,Journal of Management Information Systems,,,,,,1990,,93-110,,2,7,,Journal of Management Information Systems,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
M6HI5V4N,journalArticle,1985,"Kasper, George M",The Effect of User-Developed DDS Applications of Forecasting Decision-Making Performance in an Experimental Setting,Journal of Management Information Systems,,,,,,1985,,26-39,,2,2,,Journal of Management Information Systems,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
XVMMGSCT,journalArticle,2001,"Barkhi, Reza",The Effects of Decision Guidance and Problem Modeling on Group Decision-Making,Journal of Management Information Systems,,,,,,2001,,259-282,,3,18,,Journal of Management Information Systems,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5RW2TFNB,journalArticle,1988,"Liberatore, Matthew J; Titus, George J; Dixon, Paul W",The Effects of Display Formats on Information Systems Design,Journal of Management Information Systems,,,,,,1988,,85-99,,3,5,,Journal of Management Information Systems,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
J7VKCMNQ,journalArticle,1995,"Ocker, Rosalie; Hiltz, Starr Roxanne; Turoff, Murray; Fjermestdad, Jerry",The Effects of Distributed Group Support and Process Structuring on Software Requirements Development Teams: Results on Creativity and Quality,Journal of Management Information Systems,,,,,,1995,,127-153,,3,12,,Journal of Management Information Systems,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
GDZGWGMH,journalArticle,1997,"Lam, Simon S K",The Effects of Group Decision Support Systems and Task Structures on Group Communication and Decision Quality,Journal of Management Information Systems,,,,,,1997,,193-215,,4,13,,Journal of Management Information Systems,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
VMPAG3JG,journalArticle,2004,"Weiyin, Hong; Thong, James Y L; Kar Yan, Tam",The Effects of Information Format and Shopping Task on Consumers' Online Shopping Behavior: A Cognitive Fit Perspective,Journal of Management Information Systems,,,,,,2004,,149-184,,3,21,,Journal of Management Information Systems,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
XDGME62F,journalArticle,2004,"Roberts, Tom L; Cheney, Paul H; Sweeney, Paul D; Hightower, Ross T",The Effects of Information Technology Project Complexity on Group Interaction,Journal of Management Information Systems,,,,,,2004,,223-247,,3,21,,Journal of Management Information Systems,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
V9ZVJBCA,journalArticle,2000,"Karimi, Jahangir; Bhattacherjee, Anol; Gupta, Yash P; Somers, Toni M",The Effects of MIS Steering Committees on Information Technology Management Sophistication,Journal of Management Information Systems,,,,,,2000,,207-230,,2,17,,Journal of Management Information Systems,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
DNDZZ8V8,journalArticle,1988,"Montazemi, A R; Wang, S",The Effects of Modes of Information Presentation on Decision-Making: A Review and Meta-Analysis,Journal of Management Information Systems,,,,,,1988,,101-127,,3,5,,Journal of Management Information Systems,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5C24M3ZT,journalArticle,2012,"Wan, Zeying; Compeau, Deborah; Haggerty, Nicole",The Effects of Self-Regulated Learning Processes on E-Learning Outcomes in Organizational Settings,Journal of Management Information Systems,,,,,,2012,,307-340,,1,29,,Journal of Management Information Systems,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
C2TVNM68,journalArticle,2011,"Sasidharan, Sharath; Santhanam, Radhika; Brass, Daniel J.; Sambamurthy, Vallabh",The Effects of Social Network Structure on Enterprise Systems Success: A Longitudinal Multilevel Analysis,Information Systems Research,,1047-7047,10.1287/isre.1110.0388,http://pubsonline.informs.org/doi/abs/10.1287/isre.1110.0388,"The implementation of enterprise systems has yielded mixed and unpredictable outcomes in organizations. Although the focus of prior research has been on training and individual self-efficacy as important enablers, we examine the roles that the social network structures of employees, and the organizational units where they work, play in influencing the postimplementation success. Data were gathered across several units within a large organization: immediately after the implementation, six months after the implementation, and one year after the implementation. Social network analysis was used to understand the effects of network structures, and hierarchical linear modeling was used to capture the multilevel effects at unit and individual levels. At the unit level of analysis, we found that centralized structures inhibit implementation success. At the individual level of analysis, employees with high in-degree and betweenness centrality reported high task impact and information quality. We also found a cross-level effect such that central employees in centralized units reported implementation success. This suggests that individual-level success can occur even within a unit structure that is detrimental to unit-level success. Our research has significant implications for the implementation of enterprise systems in large organizations.",11/3/2011,10/26/2015 21:00,658-678,,3-part-1,23,,Information Systems Research,The Effects of Social Network Structure on Enterprise Systems Success,,,,,,,,,,,,pubsonline.informs.org (Atypon),,,,,,,,,,,,,,,,
BZIXSDQ3,journalArticle,1989,"Goldstein, David K","The Effects of Task Differences on the Work Satisfaction, Job Characteristics, and Role Perceptions of Programmer/Analysts",Journal of Management Information Systems,,,,,,1989,,41-58,,1,6,,Journal of Management Information Systems,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8NB5MI2U,journalArticle,1998,"Ahituv, Niv; Igbaria, Magid; Sella, Aviem",The Effects of Time Pressure and Completeness of Information on Decision Making,Journal of Management Information Systems,,,,,,1998,,153-172,,2,15,,Journal of Management Information Systems,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
GZEH4QB4,journalArticle,2013,"Polites, Greta L.; Karahanna, Elena",The Embeddedness of Information Systems Habits in Organizational and Individual Level Routines: Development and Disruption,MIS Quarterly,,2767783,,http://ezproxy.baylor.edu/login?url=http://search.ebscohost.com/login.aspx?direct=true&db=cph&AN=85634527&site=ehost-live&scope=site,"Despite recent interest in studying information system habits, our understanding of how these habits develop and operate in an organizational context is still limited. Within organizations, IS habits may develop over long periods of time and are typically embedded within larger, frequently practiced, higher-level work routines or task sequences. When new systems are introduced for the purpose of at least partially replacing incumbent systems, existing IS habits embedded in these routines may inhibit adoption and use of the new systems. Therefore, understanding how work-related IS habits form, how they enable and inhibit behavior, and how they can be disrupted or encouraged requires that we examine them within the context of organizational and individual level work routines. The current study integrates psychology and organizational behavior literature on cognitive scripts and work routines to examine IS habits as they occur embedded within larger, more complex task sequences. The objective of the paper is to contribute to the IS habit literature by (1) situating IS habits within the context of their associated work routines and task sequences, and (2) providing a theoretical understanding of how incumbent system habits can be disrupted, and how development of new system habits can be encouraged, within this context. We draw from extant research in psychology, organizational behavior, and consumer behavior to offer propositions about context-focused organizational interventions to break, or otherwise discourage, the continued performance of incumbent system habits and to encourage the development of new system habits. Specifically, our theoretical development includes script disruption techniques, training-in-context, and performance goal suspension as organizational interventions that disrupt incumbent system habits. We further theorize how stabilizing contextual variables associated with modified work routines can facilitate the development of new system habits. The paper concludes by discussing the importance of combining intervention strategies to successfully disrupt incumbent system habits and encourage development of new system habits and thus facilitate adoption of new systems",2013-03,12/3/2015 21:40,221-246,,1,37,,MIS Quarterly,The Embeddedness of Information Systems Habits in Organizational and Individual Level Routines,,,,,,,,,,,,EBSCOhost,,,,,,,,,,,,,,,,
FMKFJ9T3,journalArticle,1995,"Walsham, Geoff",The Emergence of Interpretivism in IS Research,Information Systems Research,,1047-7047,,http://www.jstor.org/stable/23010981,"This paper investigates aspects of the history and current state of interpretivism in IS research. The emergence of interpretivism is explored through the identification of a network of IS researchers working in the interpretive tradition, through an examination of the role of mainstream and alternative IS journals, and through an analysis of the rhetoric used to support interpretive claims. The paper contributes to analysis of the development of the IS field as a whole, and provides some conceptual ideas and a reference point for further work in this relatively neglected area of research.",1995,7/21/2016 21:02,376-394,,4,6,,Information Systems Research,,,,,,,,,,,,,JSTOR,,,,,,,,,,,,,,,,
5Z9KAPT7,journalArticle,2000,"Markus, M. Lynne; Tanis, Cornelis",The enterprise systems experience-from adoption to success,Framing the domains of IT research: Glimpsing the future through the past,,,,http://pro.unibz.it/staff/ascime/documents/ERP%20paper.pdf,,2000,2/21/2016 23:57,207�173,,,173,,,,,,,,,,,,,,,Google Scholar,,,,,,,,,,,,,,,,
EFXGBT8Q,book,2004,"Ellis, Carolyn",The Ethnographic I: A Methodological Novel about Autoethnography,,978-0-7591-1586-6,,,,"A methodological textbook on autoethnography should be easily distinguishable from the standard methods text. Carolyn Ellis, the leading proponent of these methods, does not disappoint. She weaves both methodological advice and her own personal stories into an intriguing narrative about a fictional graduate course she instructs. In it, you learn about her students and their projects and understand the wide array of topics and strategies that fall under the label autoethnography. Through Ellis's interactions with her students, you are given useful strategies for conducting a study, including the need for introspection, the struggles of the budding ethnographic writer, the practical problems in explaining results of this method to outsiders, and the moral and ethical issues that get raised in this intimate form of research. Anyone who has taken or taught a course on ethnography will recognize these issues and appreciate Ellis's humanistic, personal, and literary approach toward incorporating them into her work. A methods text or a novel? The Ethnographic 'I' answers yes to both.",1/13/2004,,,449,,,,,The Ethnographic I,,,,,Altamira Press,"Walnut Creek, CA",en,,,,,Google Books,,,,,,,,,,,,,,,,
VFA7KWUI,book,1979,"Spradley, James P.",The ethnographic interview,,978-0-03-044496-8,,,,,1979,,,247,,,,,,,,,,"Holt, Rinehart and Winston",New York,,,,,,Library of Congress ISBN,GN346.3 .S66,,,,,,,,,,,,,,,
QQ6TE2XA,report,2012,,The Evolution of Decision Making: How Leading Organizations Are Adopting a Data-Driven Culture,,,,,http://www.sas.com/content/dam/SAS/en_us/doc/whitepaper2/harvard-business-review-the-evolution-of-decision-making-how-leading-organizations-are-adopting-a-data-driven-culture105998.pdf,"IN A RAPIDLY CHANGING global business environment, the pressure on organizations to make accurate and timely decisions has never been greater. The ability to identify challenges, spot opportunities, and adapt with agility is not just a competitive advantage but also a requirement for survival. People have long preached the benefits of relying on data and insights from business intelligence (BI) and analytics to help make better and timelier decisions. A reliance on data from these tools was expected to deliver better financial performance. A global survey of 646 executives, managers, and professionals across all industries and geographies reveals a significant, albeit subtle, change in decision-making processes and their use of these analytics/BI tools.",2012,2/21/2016,,,,,,,,,,,Harvard Business Review Analytic Services Report,Harvard Business School Publishing,"Boston, MA USA",,,,,,,,,,,,,,,,,,,,,,
UAX3D7CC,journalArticle,1998,"Reck, Martin",The Formal and Systematic Specification of Market Structures and Trading Services,Journal of Management Information Systems,,,,,,1998,,21-Sep,,2,15,,Journal of Management Information Systems,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
79KN5882,book,2002,"Mokyr, Joel",The Gifts of Athena: Historical Origins of the Knowledge Economy,,0-691-09483-7,,,,"The growth of technological and scientific knowledge in the past two centuries has been the overriding dynamic element in the economic and social history of the world. Its result is now often called the knowledge economy. But what are the historical origins of this revolution and what have been its mechanisms? In The Gifts of Athena, Joel Mokyr constructs an original framework to analyze the concept of ""useful"" knowledge. He argues that the growth explosion in the modern West in the past two centuries was driven not just by the appearance of new technological ideas but also by the improved access to these ideas in society at large--as made possible by social networks comprising universities, publishers, professional sciences, and kindred institutions. Through a wealth of historical evidence set in clear and lively prose, he shows that changes in the intellectual and social environment and the institutional background in which knowledge was generated and disseminated brought about the Industrial Revolution, followed by sustained economic growth and continuing technological change.  Mokyr draws a link between intellectual forces such as the European enlightenment and subsequent economic changes of the nineteenth century, and follows their development into the twentieth century. He further explores some of the key implications of the knowledge revolution. Among these is the rise and fall of the ""factory system"" as an organizing principle of modern economic organization. He analyzes the impact of this revolution on information technology and communications as well as on the public's state of health and the structure of households. By examining the social and political roots of resistance to new knowledge, Mokyr also links growth in knowledge to political economy and connects the economic history of technology to the New Institutional Economics. The Gifts of Athena provides crucial insights into a matter of fundamental concern to a range of disciplines including economics, economic history, political economy, the history of technology, and the history of science.",2002,,,396,,,,,The Gifts of Athena,,,,,Princeton University Press,,en,,,,,Google Books,,,,,,,,,,,,,,,,
KXX89D29,journalArticle,1994,"Jarvenpaa, Sirkka L; Ives, Blake",The Global Network Organization of the Future: Information Management Opportunities and Challenges,Journal of Management Information Systems,,,,,,1994,,25-57,,4,10,,Journal of Management Information Systems,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
GWCBW6HQ,journalArticle,2013,"Di Tullio, Dany; Staples, D Sandy",The Governance and Control of Open Source Software Projects,Journal of Management Information Systems,,,,,,2013,,49-80,,3,30,,Journal of Management Information Systems,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3RDKISUC,journalArticle,1989,"Gupta, Jatinder N D; Seeborg, Irmtraud S",The Graduate MIS Course in the Schools and Colleges of Business,Journal of Management Information Systems,,,,,,1989,,125-136,,4,5,,Journal of Management Information Systems,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
GUE5GSV6,bookSection,1983,"Charmaz, Kathy",The Grounded Theory Method:  An Explication and Interpretation,Contemporary Field Research,,,,,,1983,,109-126,,,,,,,,,,,"Little, Brown",Boston,,,,,,,,,,,,,,,,,,,,,,
G8RV8BHW,bookSection,1983,Kathy Charmaz,The Grounded Theory Method:  An Explication and Interpretation,Contemporary Field Research,,,,,,1983,,109-126,,,,,,,,,,,Waveland Press,"Prospect Heights, IL",,,,,,,,,,,,,,,,,,,,,,
JB92EJZN,book,2010,"Hanushek, Eric A.; Woessmann, Ludger",The High Cost of Low Educational Performance: The Long-Run Economic Impact of Improving PISA Outcomes,,978-92-64-07748-5,,,,"While many nations express a commitment to improved educational quality, education often slips down on the policy agenda. Because the benefits of educational investments are seen only in the future, it is possible to underestimate the value and the importance of improvements. This report uses recent economic modelling to relate cognitive skills--as measured by PISA and other international instruments--to economic growth. This relationship indicates that relatively small improvements in the skills of a nation's labour force can have very large impacts on future well-being. The second section of this report describes analyses of human capital and economic growth. It provides a short review of alternative models of economic growth and links these to the progression of empirical analysis. From this, it summarises the best evidence on how cognitive skills affect economic growth. The third section then presents a series of simulations for OECD (Organisation for Economic Cooperation and Development) countries of various amounts of improvement in cognitive skills. The fourth section concludes and discusses some of the political-economy issues involved. Technical issues, including the development of measures of cognitive skills and the underlying statistical modelling, are presented in annexes. (Contains 8 tables, 11 figures, 2 boxes, and 35 notes.) [This paper was produced by the Indicators and Analysis Division of the OECD Directorate for Education.]",2010,2/29/2016 17:51,,,,,,,The High Cost of Low Educational Performance,,,,,OECD Publishing,,en,,,,,ERIC,,,,,,,,,,,,,,,,
X85IST7V,journalArticle,2003,"Benbasat, Izak; Zmud, Robert",The Identity Crisis Within the IS Discipline:  Defining and Communicating the Discipline�s Core Properties,Management Information Systems Quarterly,,,,http://aisel.aisnet.org/misq/vol27/iss2/2,,6/1/2003,,,,2,27,,,The Identity Crisis Within the IS Discipline,,,,,,,,,,,,,,,,,,,,,,,,,,,,
7ARBE6QE,journalArticle,2003,"Benbasat, Izak; Zmud, Robert W.",The Identity Crisis within the Is Discipline: Defining and Communicating the Discipline's Core Properties,MIS Quarterly,,0276-7783,,http://www.jstor.org/stable/30036527,"We are concerned that the IS research community is making the discipline's central identity ambiguous by, all too frequently, under-investigating phenomena intimately associated with IT-based systems and over-investigating phenomena distantly associated with IT-based systems. In this commentary, we begin by discussing why establishing an identity for the IS field is important. We then describe what such an identity may look like by proposing a core set of properties, i.e., concepts and phenomena, that define the IS field. Next, we discuss research by IS scholars that either fails to address this core set of properties (labeled as error of exclusion) or that addresses concepts/phenomena falling outside this core set (labeled as error of inclusion). We conclude by offering suggestions for redirecting IS scholarship toward the concepts and phenomena that we argue define the core of the IS discipline.",6/1/2003,9/5/2015 17:59,183-194,,2,27,,MIS Quarterly,The Identity Crisis within the Is Discipline,,,,,,,,"Copyright � 2003 Management Information Systems Research Center, University of Minnesota",,,,JSTOR,,,,,,,,,,,,,,,,
NDST28NJ,journalArticle,1999,"Fichman, Robert G.; Kemerer, Chris F.",The illusory diffusion of innovation: An examination of assimilation gaps,Information Systems Research,,10477047,,http://search.proquest.com.ezproxy.baylor.edu/docview/208161416/abstract,"This study introduces the assimilation Gap concept, and develops a general operational measure derived from the difference between the cumulative acquisition and employment patterns. It describes how two characteristics - increasing returns to adoption and knowledge barriers impeding adoption - separately and in combination may serve to predispose the technology to exhibit a pronounced gap. Techniques are developed for measuring assimilation gaps, for establishing whether two gaps are significantly different from each other, and for establishing whether a particular gap is absolutely large enough to be of substantive interest. Finally, it is demonstrated how these techniques in an analysis of adoption data for three prominent innovations in software process technology - relational database management systems, general-purpose fourth-generation languages, and computer-aided software engineering tools.",1999-09,11/1/2015 18:00,255-275,,3,10,,,The illusory diffusion of innovation,,,,,,,English,Copyright Institute for Operations Research and the Management Sciences Sep 1999,,,,ProQuest,,,,,,,,,,,,,,,,
F665D57X,journalArticle,2007,"Kapoor, Rahul; Kwanghui Lim",The Impact of Acquisitions on the Productivity of Inventors at Semiconductor Firms: A Synthesis of Knowledge-Based and Incentive-Based Perspectives,Academy of Management Journal,,14273,10.5465/AMJ.2007.27169706,http://ezproxy.baylor.edu/login?url=http://search.ebscohost.com/login.aspx?direct=true&db=bth&AN=27169706&site=ehost-live&scope=site,"We show how knowledge-based and incentive-based perspectives complement each other to explain the effects of acquisitions on the productivity of inventors from acquired firms. Incentive-based theories account for their lower productivity relative to that of inventors at nonacquired firms, and both perspectives jointly explain why their productivity converges with that of inventors from acquiring firms. Higher productivity is achieved when there is greater overlap in routines and moderate overlap in skills, and when the acquired firm is large relative to its acquirer. This study clarifies the subtle manner in which incentives and the knowledge-based view are intertwined.",2007-10,2/9/2016 19:19,1133-1155,,5,50,,Academy of Management Journal,The Impact of Acquisitions on the Productivity of Inventors at Semiconductor Firms,,,,,,,,,,,,EBSCOhost,,,,,,,,,,,,,,,,
9ZA6RWWF,journalArticle,2015,,The Impact of Budget Constraints on Flexible vs. Dedicated Technology Choice,Management Science,,0025-1909,10.1287/mnsc.2014.2093,http://pubsonline.informs.org/doi/abs/10.1287/mnsc.2014.2093,"This paper studies the flexible versus dedicated technology choice and capacity investment decisions of a multiproduct firm under demand uncertainty in the presence of budget constraints. The firm operates under a capital budget for financing the capacity investment, and an operating budget, which is uncertain in the capacity investment stage, for financing the production. We investigate how the tightening of the capital budget and a lower financial flexibility in the production stage (the likelihood of having a sufficient operating budget) shape the optimal technology choice. We find that the dominant regime is one where dedicated technology should be adopted for a larger investment cost range, and thus, is the best response to the tighter capital budget, whereas flexible technology is the best response to lower financial flexibility. We identify the key roles that the capacity intensity (the ratio of unit capacity cost to total unit capacity and production cost) of each technology and the pooling value of operating budget with dedicated technology, which brings this technology closer to flexible technology in terms of the resource network�s flexibility, play in a budget-constrained environment. Managerially, our results underline that in the presence of financial constraints, firms should manage technology adoption together with plant location, which shapes capacity intensity, or product portfolio, which shapes financial flexibility. This paper was accepted by Serguei Netessine, operations management.",4/10/2015,4/18/2016 18:30,225-244,,1,62,,Management Science,,,,,,,,,,,,,pubsonline.informs.org (Atypon),,,,,,,,,,,,,,,,
DKZVZZAC,journalArticle,2014,"Reiner, Jochen; Natter, Martin; Skiera, Bernd",The Impact of Buy-Now Features in Pay-per-Bid Auctions,Journal of Management Information Systems,,,,,,2014,,77-104,,2,31,,Journal of Management Information Systems,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
KEHTCGRC,journalArticle,2007,"Hulland, John; Wade, Michael R; Antia, Kersi D",The Impact of Capabilities and Prior Investments on Online Channel Commitment and Performance,Journal of Management Information Systems,,,,,,2007,,109-142,,4,23,,Journal of Management Information Systems,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8G68CKD9,journalArticle,2013,"Choudhary, Vidyanand; Vithayathil, Joseph",The Impact of Cloud Computing: Should the IT Department Be Organized as a Cost Center or a Profit Center?,Journal of Management Information Systems,,,,,,2013,,67-100,,2,30,,Journal of Management Information Systems,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
NKTGP868,journalArticle,2014,"Lang, Markus; Deflorin, Patricia; Dietl, Helmut; Lucas, Eric",The Impact of Complexity on Knowledge Transfer in Manufacturing Networks,Production and Operations Management,,1937-5956,10.1111/poms.12193,http://onlinelibrary.wiley.com/doi/10.1111/poms.12193/abstract,"Coordinating knowledge transfer within multi-plant manufacturing networks is a challenging task. Using a computational model, we examine when it is beneficial to create production knowledge within a central unit, the �lead factory,� and transfer it to geographically dispersed plants. We demonstrate that the knowledge transfer generates a trade-off between a positive cost-saving effect due to fewer adaptations in each plant, and a negative transfer cost effect due to the costly knowledge transfer itself. The complexity of the production process moderates the performance implications of the knowledge transfer because it determines the relative strength of these two effects. For production processes with low complexity, knowledge transfer can engender superior network performance. Here, an optimal extent of knowledge transfer exists, and thus, a complete knowledge transfer is not performance maximizing. For production processes with medium and high levels of complexity, performance is reduced rather than enhanced through knowledge transfer so that it is optimal not to transfer any knowledge from the lead factory to the plants. While we analyze knowledge transfer within a manufacturing network, our results are transferable to other settings that consist of a knowledge sending and receiving unit.",11/1/2014,8/4/2016 2:00,1886-1898,,11,23,,Prod Oper Manag,,,,,,,,en,,,,,Wiley Online Library,,,,,,,,,,,,,,,,
KPPC359X,journalArticle,1993,"O'Leary, Daniel E",The Impact of Data Accuracy on System Learning,Journal of Management Information Systems,,,,,,1993,,83-101,,4,9,,Journal of Management Information Systems,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3R2WA9B8,journalArticle,1985,"Zaki, Ahmed S",The Impact of Electronic Information Carriers on the United States Postal Service: An Exploratory Survey,Journal of Management Information Systems,,,,,,1985,,86-102,,2,2,,Journal of Management Information Systems,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3PRPK93R,journalArticle,2007,"Hendricks, Kevin B.; Singhal, Vinod R.; Stratman, Jeff K.","The impact of enterprise systems on corporate performance: A study of ERP, SCM, and CRM system implementations",Journal of Operations Management,,,,http://www.sciencedirect.com/science/article/pii/S0272696306000052,,2007,2/28/2016 3:00,65�82,,1,25,,,The impact of enterprise systems on corporate performance,,,,,,,,,,,,Google Scholar,,,,,,,,,,,,,,,,
JZ4GK3QD,journalArticle,2007,"Karimi, Jahangir; Somers, Toni M; Bhattacherjee, Anol",The Impact of ERP Implementation on Business Process Outcomes: A Factor-Based Study,Journal of Management Information Systems,,,,,,2007,,101-134,,1,24,,Journal of Management Information Systems,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ZN9SFKBC,journalArticle,2015,"Mani, Deepa; Barua, Anitesh",The Impact of Firm Learning on Value Creation in Strategic Outsourcing Relationships,Journal of Management Information Systems,,,,,,2015,,Sep-38,,1,32,,Journal of Management Information Systems,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
XZUTPVXG,journalArticle,1993,"Miranda, Shaila M; Bostrom, Robert P",The Impact of Group Support Systems on Group Conflict and Conflict Management,Journal of Management Information Systems,,,,,,1993,,63-95,,3,10,,Journal of Management Information Systems,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
XW55DG4D,journalArticle,2006,"Stewart, Katherine J.; Gosain, Sanjay",The Impact of Ideology on Effectiveness in Open Source Software Development Teams,MIS Quarterly,,2767783,,http://ezproxy.baylor.edu/login?url=http://search.ebscohost.com/login.aspx?direct=true&db=cph&AN=21145598&site=ehost-live&scope=site,"The emerging work on understanding open source software has questioned what leads to effectiveness in OSS development teams in the absence of formal controls, and it has pointed to the importance of ideology. This paper develops a framework of the OSS community ideology (including specific norms, beliefs, and values) and a theoretical model to show how adherence to components of the ideology impacts effectiveness in OSS teams. The model is based on the idea that the tenets of the OSS ideology motivate behaviors that enhance cognitive trust and communication quality and encourage identification with the project team, which enhances affective trust. Trust and communication in turn impact OSS team effectiveness. The research considers two kinds of effectiveness in OSS teams: the attraction and retention of developer input and the generation of project outputs. Hypotheses regarding antecedents to each are developed. Hypotheses are tested using survey and objective data on OSS projects. Results support the main thesis that OSS team members' adherence to the tenets of the OSS community ideology impacts OSS team effectiveness and reveal that different components impact effectiveness in different ways. Of particular interest is the finding that adherence to some ideological components was beneficial to the effectiveness of the team in terms of attracting and retaining input, but detrimental to the output of the team. Theoretical and practical implications are discussed.",2006-06,11/29/2015 18:58,291-314,,2,30,,MIS Quarterly,,,,,,,,,,,,,EBSCOhost,,,,,,,,,,,,,,,,
Q3GKA45B,journalArticle,2007,"Dongsong, Zhang; Lowry, Paul Benjamin; Lina, Zhou; Xiaolan, F U","The Impact of Individualism--Collectivism, Social Presence, and Group Diversity on Group Decision Making Under Majority Influence",Journal of Management Information Systems,,,,,,2007,,53-80,,4,23,,Journal of Management Information Systems,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
F3F4HERF,journalArticle,2013,"Narayanaswamy, Ravi; Grover, Varun; Henry, Raymond M",The Impact of Influence Tactics in Information System Development Projects: A Control-Loss Perspective,Journal of Management Information Systems,,,,,,2013,,191-226,,1,30,,Journal of Management Information Systems,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
GHU25HVH,journalArticle,2012,"Otim, Samual; Dow, Kevin E; Grover, Varun; Wong, Jeffrey A",The Impact of Information Technology Investments on Downside Risk of the Firm: Alternative Measurement of the Business Value of IT,Journal of Management Information Systems,,,,,,2012,,159-194,,1,29,,Journal of Management Information Systems,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2UBGU7XG,journalArticle,1993,"Clemons, Eric K; Reddi, Sashidhar P; Row, Michael C","The Impact of Information Technology on the Organization of Economic Activity: The ""Move to the Middle"" Hypothesis",Journal of Management Information Systems,,,,,,1993,,Sep-35,,2,10,,Journal of Management Information Systems,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ASRUVNQ5,journalArticle,2002,"McKnight, D. Harrison; Choudhuryb, Vivek; Kacmar, Charles",The impact of initial consumer trust on intentions to transact with a web site: a trust building model,Journal of Strategic Information Systems,,,,http://www.researchgate.net/profile/D_Mcknight/publication/222699861_The_impact_of_initial_consumer_trust_on_intentions_to_transact_with_a_web_site_a_trust_building_model/links/53dbc0340cf2cfac9928f944.pdf,"This paper develops and tests a model of consumer trust in an electronic commerce vendor. Building consumer trust is a strategic imperative for web-based vendors because trust strongly influences consumer intentions to transact with unfamiliar vendors via the web. Trust allows consumers to overcome perceptions of risk and uncertainty, and to engage in the following three behaviors that are critical to the realization of a web-based vendor's strategic objectives: following advice offered by the web vendor, sharing personal information with the vendor, and purchasing from the vendor's web site. Trust in the vendor is defined as a multi-dimensional construct with two inter-related components�trusting beliefs (perceptions of the competence, benevolence, and integrity of the vendor), and trusting intentions�willingness to depend (that is, a decision to make oneself vulnerable to the vendor). Three factors are proposed for building consumer trust in the vendor: structural assurance (that is, consumer perceptions of the safety of the web environment), perceived web vendor reputation, and perceived web site quality. The model is tested in the context of a hypothetical web site offering legal advice. All three factors significantly influenced consumer trust in the web vendor. That is, these factors, especially web site quality and reputation, are powerful levers that vendors can use to build consumer trust, in order to overcome the negative perceptions people often have about the safety of the web environment. The study also demonstrates that perceived Internet risk negatively affects consumer intentions to transact with a web-based vendor.",2002,11/5/2015 20:54,297�323,,,11,,,The impact of initial consumer trust on intentions to transact with a web site,,,,,,,,,,,,Google Scholar,,,,,,,,,,,,,,,,
